open,high,low,close
52228.30956591599,52234.43887666521,52135.29022036356,52228.07272778625
52575.87642236836,52768.07877137317,52419.42585013545,52610.08571840606
52664.49858817331,52839.68623120668,52453.2675547745,52556.485044215784
52726.844289105466,52825.318989401494,52699.24017504791,52716.976323375064
52968.05335025127,52919.488756529325,52741.3888773651,52906.42671692981
52790.83271643523,53015.493601755945,52621.57358570618,52875.424698311646
52971.676183022544,53063.40619328664,52897.23149432728,52998.24057238086
53165.08346471913,53233.16345232822,53174.11169749283,53182.68190669417
53149.36240784205,53388.28510909014,53084.580914893835,53257.96701292529
53045.39720038063,53050.94048649406,52874.02673429546,53038.086854808455
53052.92473964929,53111.97927652855,52983.198349683975,53097.734489649665
53436.07173128002,53493.88802041093,53347.952158134794,53363.01166898707
53214.02749768582,53344.34562786124,53080.95377233114,53224.0980970408
53080.43838863485,53235.78115241684,53130.51251215163,53194.17118897526
53082.23993670648,53127.23123195103,53100.48419387555,53107.140478630936
53514.585974303925,53489.24635609213,53473.76022624998,53476.993224326805
53660.23197768498,53616.17994729892,53555.94481100463,53611.4521757293
53771.637860717674,53759.35894791338,53683.16593205462,53692.944542977515
53516.779454075986,53617.4300692314,53532.86282988746,53538.96132808845
53603.75858325949,53680.36923070513,53563.059499080926,53646.811166346815
53505.58932561826,53701.56285707865,53495.60279010773,53511.94463421534
53558.87807857963,53598.28935970879,53435.95519668334,53518.310745870214
53379.05050344259,53419.299073274444,53299.07830111695,53391.141530194436
53560.765329717135,53585.3668593816,53508.3519284855,53526.42818918374
53580.70961727653,53686.224488747444,53510.449519106805,53641.74635250672
53620.63005300013,53702.32583363533,53584.03893078589,53600.08660139112
53723.426396011804,53729.10910578207,53488.68047932484,53679.28794392345
53487.95706665337,53503.81707628782,53340.01348004211,53460.67564217735
53143.084116546765,53190.322284166534,53089.3822903202,53162.42412363623
53311.827027616666,53303.28584223663,53200.81318494638,53250.30246388914
53250.285697409,53357.57669321466,53283.316275120145,53283.63716296364
53424.20650684429,53448.239446939195,53380.400134642325,53410.64345034207
53883.181396745276,54124.49179246616,53813.33231069283,53887.272405314856
54082.66659551643,54214.34280366243,54024.88709441875,54076.16830271293
53780.40091571039,53904.84823322603,53797.0787058967,53893.603857624104
54125.482383611445,54206.79353256359,54069.33918950729,54117.00711524328
53811.56436186782,53883.33321147116,53716.7039837869,53853.82563314097
53638.84726247664,53871.38555784476,53741.62342792158,53761.50871217803
53726.57277620133,53887.886011925904,53733.864108144284,53747.86039111311
53998.14914254112,54107.9969447328,53925.66158810517,54090.52893544298
53936.705233304434,54106.85833525857,53765.822796084874,53941.577971033286
53736.45493150584,53882.88294517318,53697.977309391834,53776.29026330149
53786.035162248685,53762.98937758142,53659.237174794755,53756.5997584164
53679.51304752583,53784.636117067384,53512.81087870275,53623.90410114398
53897.669837593836,53945.82667144947,53610.66912233103,53849.23128556528
53634.45273948992,53705.67611581571,53515.35056168043,53633.2449838926
53389.464333159885,53481.07050443272,53400.83903888846,53403.75125341037
53372.032400817094,53465.180545283634,53260.232488665984,53316.187244461486
53285.49857082281,53304.04700652191,53128.477040070204,53216.580754323026
53696.323571102555,53670.927320700466,53530.96631661092,53602.48716508642
53686.03586835888,53863.49990203262,53746.16357284302,53792.37132647158
53804.50191395051,53922.67723724195,53718.56087418433,53809.881574748615
53672.05787970104,53575.2772512653,53489.32922220281,53564.79447098258
53734.12161941469,53832.992788006646,53680.16935199661,53733.66706626289
53541.58753882175,53567.086157380385,53487.9597506675,53533.623996784976
53293.528450810954,53312.62548716059,53073.71208163718,53224.66977742945
53404.31015853381,53492.27640180109,53439.45861215889,53462.275735899915
53548.53238118016,53613.21517359903,53436.63010504937,53525.66425828489
53707.771360113846,53735.06310110226,53588.85883230972,53709.83602304105
53787.79716995597,54002.141671782454,53647.101550379724,53773.58155362965
53942.62840535569,53982.54041858694,53761.129527106525,53944.94767601019
53763.86591047474,53906.10200834787,53716.33428850434,53814.74255735016
53577.610456242786,53688.86806207471,53543.79914431114,53607.893988993266
53766.80723403669,53852.206014363845,53651.54377009714,53744.21289264959
53504.756551920975,53692.947658959216,53505.02755436854,53583.53095981482
53368.61134987648,53555.0450995683,53422.92074050079,53445.62100426479
53427.67463351268,53369.2782450128,53349.56154837452,53354.51450356132
53413.73780979204,53471.191531049175,53192.6922852269,53358.01033536633
53317.76976455042,53455.68444900303,53209.1295893444,53287.21155311563
52935.96708327357,53062.16297053423,52939.756825696466,53012.22129443203
52892.63327390446,53026.19138240814,52817.160697203704,52883.497613865446
52467.41305002401,52532.074006410265,52335.02885285946,52438.81698342056
52565.56295860135,52665.108988900385,52529.165371636496,52563.863273626004
52254.65888088823,52368.50872575899,52218.24864364564,52243.45174250465
52030.374007402635,52046.028878109835,51847.483190373634,52022.57507461896
52086.489962993925,52119.34364860533,51991.167974497526,52033.00809047116
51924.75342848627,51988.65606433134,51833.10976437926,51885.09549119289
52207.056469364485,52207.8651267614,52101.35411344163,52193.69841027424
51866.04824029215,51936.24059106362,51835.19918124761,51935.12702832955
51924.079137325476,52122.94463966673,51951.04236604328,51988.53720219939
51934.89630285765,52030.682308139614,51910.24652464599,51980.68063855389
51728.8956292848,51890.241716812154,51639.59155320864,51747.06193900565
51982.311049915494,51914.615341871126,51788.987364980545,51851.717271112
51728.38963679705,51924.41525607465,51664.00843734721,51817.40800486755
51915.86550609478,52033.874384880415,51929.99356931797,51971.76611511028
52154.93291390255,52309.9241633954,52110.62858326304,52136.46694590303
52601.53330432312,52678.94307889164,52454.07127947582,52569.11413575917
52827.116124305874,52893.68106095053,52803.50830702655,52836.41972564645
52760.34785567396,52848.70491339782,52758.03116040561,52762.58335805796
52749.34119178455,52765.6670358374,52651.49926220514,52714.70752254277
52859.94041543888,53044.49760654331,52883.55471189436,52934.639441720195
53098.44485829169,53078.39890414856,52920.32920023408,53065.69218786471
53181.224932630605,53275.06371759564,53166.196333195745,53193.718493084234
52930.53985929201,52917.65634371355,52856.34855955215,52870.32728422207
52878.22652396653,52940.84862769851,52841.072823289,52865.46205934228
52663.74256951867,52806.67469860969,52617.290861253474,52717.85587750114
52771.71231504553,52795.99823713019,52679.87673403022,52773.840797309786
52783.55638593482,52796.635981191284,52516.03570561169,52754.2107193812
53033.65530813469,53021.15378826908,52888.74380076503,52936.24650099972
53016.73971112985,53162.640148361206,52959.09889201766,52999.69014403797
53174.688418519225,53234.67854067528,53109.25010587782,53156.95573645977
53027.0046207572,53093.67227480636,53046.61209695619,53063.67191711258
52808.67172292208,52975.43857240836,52770.00458495641,52874.782665928935
52853.7012742239,53007.10353381229,52582.15300608877,52792.77272728842
52749.28411694252,52969.06049677363,52620.07749967757,52789.36864451614
52913.635804036545,52885.63288531746,52860.962877639446,52865.19899162715
53259.593890113974,53361.852265606874,53178.78974028595,53317.06078176532
53330.449128554465,53328.480857600276,53269.65751260269,53308.609351433195
53089.55639708605,53259.406748554284,53036.02656031791,53117.42035133464
52970.782522640766,53144.73465700121,52988.7907990473,53048.22399619476
53040.6883101022,53023.461587842045,52949.96089897764,52955.50480126554
53044.45816700169,53094.17992087518,52972.14502363438,53051.80109602024
52664.77196081089,52803.30877868514,52730.32370462038,52743.64169313131
52717.338010006766,52812.99991322339,52702.12625710134,52756.29409197137
52679.298331629005,52886.419456938725,52701.065163212035,52787.59539956445
52858.844010117115,52885.421901832495,52824.77879431214,52834.03160680451
52660.307869729644,52791.45330897891,52596.358183734796,52714.56839301143
52631.06203750936,52783.89362179644,52509.91858769598,52666.98404706423
52379.64245072528,52492.52224194056,52296.23878911506,52382.17186526772
52334.12386649679,52341.033488075904,52255.14318931551,52283.50788859529
52163.74897524455,52359.84866611949,52078.02436670187,52174.93559339194
52161.45759755173,52399.14081648384,52256.30822973213,52258.14560264423
51964.41507574968,52163.89506647514,52006.50557160669,52026.90911627984
52158.727932651505,52261.094789747745,52088.374700133296,52183.14873662184
52506.741507704,52500.38851018687,52428.102134534754,52482.04564552012
52138.42426644046,52096.84018373894,51942.41991043872,52068.04864051741
52163.251879151045,52211.73791420416,51946.148027931966,52153.30038667303
52334.13134896518,52325.241139701546,52273.558349913095,52288.681993679085
52178.99007805079,52327.97257785706,52056.745643563554,52161.19458856864
52026.608828902885,52140.544000576854,51918.40531957208,52081.74022570287
51993.902057279665,52210.8651143387,51944.0262553999,52055.164110185484
51941.24705638857,52084.00865404777,51780.869417792106,51995.60593430514
51906.59562916165,52135.757349034386,51781.17266717818,51933.80334049572
51625.09239692588,51697.023479457006,51456.25507582433,51598.60257922972
51807.11899134377,51847.848384383826,51750.502252929655,51829.06889218635
52131.3280136521,52093.6863410877,51988.76744808556,52044.992610593705
51827.11745598781,51892.98502611889,51688.484016962924,51882.31975875287
51644.002039044775,51638.356331903415,51569.918969519706,51589.034893192365
51626.54104103093,51752.77789925215,51653.887576090696,51693.24786848292
51609.767506628996,51694.5054511428,51561.91120571514,51578.090274520306
51494.8251959672,51629.710307903115,51523.02910365366,51606.48090718446
51555.80812232875,51615.508210493965,51475.32817694121,51542.61522375544
51686.70783382157,51938.82804848842,51646.6041630079,51680.92297396948
51781.752791205174,51913.62374131155,51705.46049473191,51819.87280270068
51741.84663295145,51706.87922071376,51670.16453245683,51674.75332700796
51387.15054798941,51446.93715800442,51369.61208583037,51398.08053592895
51131.75701004042,51114.77267820238,50880.64870084078,51081.49285646193
51169.72619463567,51304.943787033204,51193.990647573475,51203.56873228338
50940.80906204595,51016.46378332941,50871.755981011134,50965.79688072657
50853.217099707814,50926.656157042344,50832.80730468961,50864.433609866835
50683.36168573402,50897.44761122715,50742.048455589495,50745.17080217673
50727.48249124042,50790.353754980715,50721.29781405914,50734.65734292282
50457.13970455232,50531.219055720525,50163.2541924516,50347.40138175352
50422.81791632906,50450.46082945293,50351.999411590834,50385.15710111229
50537.914383787356,50508.780214092134,50420.604416416645,50489.935305879124
50474.45042883447,50625.20322208188,50481.56842716489,50507.61972328806
50455.5604867146,50474.168220195046,50233.34624841347,50445.44248894836
50497.07397522362,50465.21013246802,50381.693461464,50464.92252220212
50585.40441786779,50548.39152062177,50400.93769092013,50544.731791330145
50007.29411174181,49998.63556969756,49874.15142561047,49990.21324004482
50360.30369853189,50423.34811253757,50313.0459197974,50381.39570169496
50414.93903206589,50551.857768428396,50459.103324395415,50459.414366232544
50327.05733473613,50378.59416960352,50263.493307666045,50328.93264975514
50272.88591796052,50351.95529369985,50205.74999689644,50250.74197471762
50347.52776108235,50353.90430207224,50294.844417046224,50349.49033018746
50386.824523564836,50488.11547480377,50251.48337516639,50326.26954238058
49943.02878867794,49977.243631037265,49892.74248972957,49920.132648824285
50261.6005732188,50387.40062406443,50312.05416289856,50333.03122109615
50257.31286821551,50420.31259532309,50286.96458304979,50310.92308964965
50403.13446473102,50535.537312366214,50372.93475072133,50514.95763199281
50413.20775556178,50507.1998147282,50306.07281125769,50376.547662435936
50553.81093903213,50781.160670040765,50610.28658375278,50683.82307328509
50766.4343732136,50765.000519100904,50688.89904934933,50741.09181106355
50895.518198441976,50923.64932258683,50703.641075382286,50862.860577958636
50638.96002398599,50747.14152875194,50511.21485994521,50653.80990472925
50871.47378029363,50899.486467274626,50846.883725400796,50896.038962665785
51024.29057421245,51041.27038548313,50971.041446602205,51034.00259557275
51298.250577353705,51314.955244007615,51230.193202052775,51294.37184148574
51065.66301103055,51206.50902146336,51144.68561429002,51168.75432955743
51132.44608117434,51158.01317873652,51010.706734979765,51072.548905865275
51588.15970926038,51567.57498053074,51525.705934394486,51533.33224540206
51310.6871841959,51343.67169207722,51295.180048933944,51321.32908085775
51299.00443946021,51540.571334073626,51208.66601407485,51294.13914072209
51518.971740787114,51540.900586935466,51402.72802320664,51521.517413242625
51425.16833056633,51654.26292015333,51439.45966752573,51541.0624067856
51574.06918673548,51713.75124304943,51626.965846637395,51657.65314273626
51545.599950526295,51714.05743160449,51520.99257409787,51577.76333688368
51690.06778844562,51730.95016601753,51438.84994730004,51651.77451445319
51377.71397310669,51417.27012244593,51370.9624518328,51390.46914410612
51809.18673090023,51771.75610100271,51685.995043456234,51722.09528002976
51740.90461306051,51832.10108923633,51683.26495110847,51698.462471004044
51524.93934426443,51574.430942414285,51540.19955720917,51562.42683020468
51742.67715953295,51741.85033435517,51565.22612798583,51695.703446611056
51634.26245049491,51608.207604736635,51594.235719059245,51603.559489133346
51325.49702567666,51380.06322812611,51322.75400130418,51336.707794852795
51214.23748090626,51071.16389503864,51043.27061904171,51067.36429369329
51195.48747083781,51377.52407120838,51102.70838629961,51206.11892423131
51158.52817283692,51250.99909577574,51144.95827422309,51174.20423660206
51119.07262671999,51224.162969724326,51064.028987869715,51147.46392466837
51278.87967581327,51465.6134110262,51352.13683170293,51363.01268586362
51163.46185140005,51183.61016833922,50966.876148324736,51137.647524112275
51001.80471465832,50991.870294134766,50961.443362052356,50991.51197353931
50953.833278529964,50947.17352067576,50852.95884827952,50914.53601170306
50964.45056922826,51081.719192363846,50905.59525568487,50933.40632956647
50961.08725937253,50929.98030345481,50897.2973578377,50924.972039308355
50903.56146104939,50951.95616148396,50811.51046245344,50867.59460083037
50953.31274997343,50920.27351771632,50733.6389144767,50855.269320411244
50890.893688018434,50870.22524604458,50822.83010231199,50833.808265153006
50650.09355458927,50713.75554453583,50618.041812185606,50689.88738744265
50544.297957702634,50538.91103368561,50369.66949337497,50527.288789731836
50606.799570380346,50776.5377464053,50538.00511165126,50582.19206127662
50425.75713934157,50454.838963236914,50322.32293684631,50404.009044677514
50156.8484277421,50230.87479352148,50097.98753284831,50172.537992839345
50176.43774463948,50202.74001944507,50064.67662522837,50110.07954261421
50033.0151451254,50258.59241562746,49938.70982028746,50078.54613938144
50633.86514552605,50649.401216187434,50320.92979324139,50529.890838841085
50338.06141589004,50440.601528098014,50267.49000814844,50388.95078366984
50556.26920068769,50618.53242832783,50538.32710878761,50577.602928663735
50829.99458874804,50768.94879478545,50711.11764113462,50727.040595504666
50484.92328005082,50528.962228108896,50373.45755152326,50489.25160446392
50623.90376351476,50693.866895455634,50593.13288635078,50643.90219994444
50466.834747414476,50528.99445490349,50393.07772546234,50407.126071905775
49878.57144863147,49899.91390043407,49811.857600233896,49875.291624306425
50072.39228845446,50088.35395977876,49889.494923719525,49996.5555291783
49601.98357814027,49710.563062483816,49623.086335568565,49645.37741249076
49700.36252960714,49913.03878637081,49446.312322652026,49735.56430485194
49599.47027592202,49646.09821785475,49564.82552883638,49598.7621253045
50058.23915081616,49951.029351689824,49899.467365009266,49930.672284542474
50147.32939540448,50199.35985113531,50046.78206469285,50144.37416440567
50062.61016859341,50053.78699630251,50051.28398702331,50053.697003635396
49949.7360373029,50070.35829650962,49804.08306644375,49916.129481429656
49746.20080410218,49759.52880649926,49560.32627787145,49673.31400081083
49627.205843563504,49596.988136707325,49426.13717521259,49585.12947435232
49553.679780207014,49577.895434358375,49431.18536524316,49529.05837531541
49461.39262284383,49552.71327828305,49362.703303925446,49456.11966643708
49454.52511054802,49629.72091238845,49405.98957807052,49487.46043749155
49571.776766875024,49799.28743597383,49578.04049231947,49603.164737037325
49662.96033951898,49680.31950430313,49634.81214126688,49673.09562843596
49571.69766673145,49551.37928826404,49520.23274786131,49520.266843654674
49222.71557408034,49340.54465797603,49226.48806882837,49232.708548894356
49472.75597678438,49611.77493551838,49473.88003043295,49505.61491851485
49333.20117055478,49486.21382606204,49349.93234699273,49367.72508160486
49189.31878039131,49417.79153048091,49216.10432992174,49237.26636161786
49249.131859798705,49216.067099691674,49106.280112851775,49133.02849915763
48836.57226970467,48816.584241621094,48599.2328855868,48764.41458912631
48688.47506545802,48746.58051645243,48620.16195343546,48668.81978831821
48533.69727967667,48613.69609045124,48403.161455678324,48572.88862551662
48654.80488768324,48859.960550287695,48589.71020045695,48696.96028518533
48868.026482441026,49108.61965143905,48742.06199236106,48836.65171500679
48733.39562611358,48947.06606753331,48732.945090453,48837.40589282404
49116.89305525341,49025.42471634499,48794.812782386995,49023.7755676469
49108.02792335157,49213.94619787664,49067.51293845694,49091.76856440716
49054.03914645056,49153.90828702151,49016.528949957356,49088.632142086644
49144.041135283696,49266.71184880602,48890.879735748334,49120.81777574629
49129.63290247562,49099.6748730097,48979.65751427064,49082.68707703001
48943.10023306245,49012.79976692695,48848.64511410307,49003.71717422332
48956.698493652344,48998.3097292493,48840.64791129366,48950.17046684453
48713.95275023472,48864.27473068191,48701.00611475377,48724.56820055053
48720.59214583778,48930.42804434575,48741.45963134994,48780.65654161379
48622.00338532369,48638.55853968151,48525.60310649857,48582.031819427866
48740.2146532221,48930.33519038927,48671.407317602025,48750.3580722426
48721.23211493718,48810.935370930965,48684.848850484406,48700.4663562104
48770.284272018864,48751.07838564875,48579.12593893934,48710.36535254042
48755.72596082202,48871.98846582107,48702.50546633389,48809.13270779661
48910.846368593506,48986.50474398038,48899.90956794406,48937.7956008092
48609.44004735619,48713.56765854132,48505.80925612253,48623.67091908251
48578.16275498654,48633.37766603896,48506.39060176697,48582.29018384972
48688.01592951018,48889.74140964727,48703.02796501931,48758.325966265875
48547.72276512523,48461.62573204407,48365.00134761196,48418.70480237942
48510.5607766026,48633.683439503126,48467.477376638984,48496.16089745844
48117.75560129836,48100.46117628645,47881.60748708601,48045.048051578
47828.42593637959,47990.495831864755,47783.424019750026,47840.54668285088
47787.0828764076,47858.85625758059,47769.2773872047,47848.272793218915
47559.49118892156,47602.98074746548,47362.653978710754,47516.92977275452
47243.49826282669,47482.949575983046,47243.09440693858,47319.827625217695
47006.9880743173,47055.60785521114,46788.498294394754,47025.460623724975
47316.00079662917,47380.710879966035,47329.03162576178,47355.08761016649
47347.55384963877,47473.699352276206,47375.03745620476,47387.93316126396
47481.6290762749,47512.45026711531,47380.624573362256,47501.39121683449
47503.67062147312,47500.099394589306,47402.31183764791,47456.85619673146
47422.40583230109,47493.87359427477,47230.84158196554,47386.16984698002
47064.51507571589,47085.357665376825,47052.14587568384,47062.87500924981
47028.08819942763,47062.131718322926,46850.97318229676,47004.507536700236
46824.02066055044,46909.66998606717,46833.71395263181,46852.209094337915
47137.19024523248,47072.77670108111,47006.115607863736,47023.79387919638
47234.88155312342,47317.89446669704,47032.088847995125,47252.01425252789
47550.22835764042,47605.02170682105,47472.40112092244,47545.32999564273
47727.85261421587,47738.13630183201,47605.784559530104,47715.840383534975
47600.924779708344,47611.32729370921,47561.87279176506,47596.10959615038
47482.64952098068,47410.34283098474,47341.8997764253,47372.930198958304
47491.549026791145,47527.60798222306,47444.95919748792,47526.26283528732
47596.06532882488,47679.06859570578,47523.89168979224,47597.52139878178
47121.161936167024,47284.873887778376,47165.581276745565,47243.81370864637
47278.970408223366,47363.00705219858,47283.2002505788,47314.910067195124
47467.144467256956,47541.357075554624,47417.188896894215,47477.814031692695
47543.971959027826,47574.88212635646,47428.49336112106,47489.59914952902
47496.95550872422,47519.54464937806,47360.55746380221,47452.588415327155
47338.073957289474,47391.50063703005,47140.10782589078,47291.058717803884
46905.64584164878,47074.38836110982,46936.10540946569,47001.75177789121
47203.146227633704,47179.05722742736,47155.2262498492,47161.81136775921
47176.106671418645,47163.34186905091,47012.625415550276,47099.98847880487
47007.19394054069,47114.17665823784,46947.51975650888,47053.29514649613
47356.1912360352,47422.451630856354,47310.1156808117,47399.83938387996
47541.767101804995,47729.32017899775,47393.5192753381,47536.739605251794
47563.88183756566,47806.0807067348,47476.86157371025,47610.90460550802
47625.57005873154,47763.3110215282,47605.10948263779,47639.31696654546
48006.99204186606,48037.1744523236,47836.253105655305,47943.31593869862
48181.88396639047,48389.15891513237,48113.327296643234,48287.23380018186
48583.88268297558,48524.391045620374,48342.47422013208,48473.13482247776
48606.694143594425,48625.491400263934,48544.618061607835,48589.57974075735
48097.3176037848,48276.516316276655,48129.55408193288,48170.65912651612
48096.888964725265,48246.30409322195,48120.4735538622,48195.40350936282
48215.63674487585,48180.948625928715,48148.26834161216,48169.38211852408
48188.476335150655,48242.908321831055,48162.10765033153,48188.17276440119
48426.196574115835,48431.86192443639,48325.26214477032,48376.7819818657
47754.40803545037,47908.05069827008,47720.92487078856,47828.846548427784
47700.9635929955,47729.39478624608,47567.237859068446,47714.98413773375
47786.410551879635,47792.31081668813,47741.45413634287,47768.9650087219
47647.88327112304,47686.783139200976,47631.89512822766,47675.59589951135
47469.326738688935,47459.78499122326,47322.39770301211,47392.2146768861
47628.88390183849,47703.06456606153,47502.489734411836,47566.00737426546
47607.806637129615,47652.438226476734,47561.01408673897,47621.38175543468
47362.649415520726,47477.86450455833,47253.46788075801,47427.16084134579
47502.451314063685,47691.20250910754,47448.340838639495,47490.12428224895
47637.31746509496,47693.69815045542,47651.99010143847,47654.44142465891
